deviceisbot,screensize,published,published_dt,sessionid,environmentid,type,devicetype,useragent,objecttype,eventname,event_id
true,"1024x768","2021-12-20T09:26:35+00:00",2021-12-20 09:26:35.000,,sdrn:schibsted:environment:fdcf48a8-eaaf-4607-8678-3faac227b8cd,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,c07f52fa-833a-47b1-bc26-df73d29c0ee5
true,"360x640","2021-12-20T09:42:46+00:00",2021-12-20 09:42:46.000,,sdrn:schibsted:environment:40a60b24-65ae-4f53-b114-40f5a27485c3,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"2c131d3f-2faf-4fc5-848d-72b5b97d0fb5"
true,"360x640","2021-12-20T09:43:41+00:00",2021-12-20 09:43:41.000,,sdrn:schibsted:environment:70cec276-4ef5-4f27-8037-0961042852c7,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,f27c365f-b132-4688-8e1a-b969af26a0ca
true,"360x640","2021-12-20T09:44:25+00:00",2021-12-20 09:44:25.000,,sdrn:schibsted:environment:0a862e09-63df-45a8-a05e-3bd46754d4fe,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"52152bfc-4b1b-4dc9-b8a9-501606ea39dd"
true,"360x640","2021-12-20T10:15:35+00:00",2021-12-20 10:15:35.000,,sdrn:schibsted:environment:65ed37a9-2516-4fbe-ae4a-fb0422f465cb,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,d407b9da-8168-4c32-9a14-c84aa8b3a38d
true,"360x640","2021-12-20T10:16:30+00:00",2021-12-20 10:16:30.000,,sdrn:schibsted:environment:f4cae3ba-5e56-456a-a5d6-99abd06c8e9e,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,b91b7973-f326-4c0c-935b-0f4e7c9e05b7
true,"360x640","2021-12-20T10:17:13+00:00",2021-12-20 10:17:13.000,,sdrn:schibsted:environment:fc28603b-47a9-41c6-a8d0-e850c40912af,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,ebd8093a-2d26-4255-a7c6-920eac8e566c
true,"1024x768","2021-12-20T10:26:51+00:00",2021-12-20 10:26:51.000,,sdrn:schibsted:environment:ed3e32e2-3496-40fd-832f-645b51065098,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"5c4c2b79-2adc-4993-8ef2-6d1155e6f85b"
true,"1024x768","2021-12-20T10:27:02+00:00",2021-12-20 10:27:02.000,,sdrn:schibsted:environment:1dca3394-7e04-4d51-afe4-363c1487e252,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"7d0444a5-73b8-49ef-81f5-682ec56f84e1"
true,"1024x768","2021-12-20T10:27:03+00:00",2021-12-20 10:27:03.000,,sdrn:schibsted:environment:f6fd69d0-0d44-402d-8821-ea0ba467eb54,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"3e8bbc1c-dfb8-4b89-937b-528a0391739d"
true,"1024x768","2021-12-20T10:27:04+00:00",2021-12-20 10:27:04.000,,sdrn:schibsted:environment:e6a1c4c5-d734-43a9-ba51-5f5e1ec35507,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"62ee1e0e-5ba0-4b05-a228-8cb7889d516f"
true,"1024x768","2021-12-20T10:27:05+00:00",2021-12-20 10:27:05.000,,sdrn:schibsted:environment:d2ed9066-264c-4a3d-b33f-8b6e699a9f1a,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"7e4947f1-3d6c-404d-ab97-79ca73361359"
true,"1024x768","2021-12-20T10:27:05+00:00",2021-12-20 10:27:05.000,,sdrn:schibsted:environment:d0f32109-5571-497e-957b-df9cef718bc6,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"6ee14bc0-8d96-4156-94cd-3cde8845a255"
true,"1024x768","2021-12-20T10:27:10+00:00",2021-12-20 10:27:10.000,,sdrn:schibsted:environment:4eb6afcb-ef5d-47f8-a06b-01e80af79d11,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"1705d9fb-1528-420f-9699-e14ef90031ff"
true,"1024x768","2021-12-20T10:27:25+00:00",2021-12-20 10:27:25.000,,sdrn:schibsted:environment:270fba06-30b2-4298-a5b0-14d10bc83545,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"25bf1dff-c829-42df-840c-54f0c44404e0"
true,"360x640","2021-12-20T10:48:26+00:00",2021-12-20 10:48:26.000,,sdrn:schibsted:environment:6389d058-44cb-4acc-802f-d64497cc8b80,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,c9a330f1-6186-40cb-8769-1b719e5e4861
true,"360x640","2021-12-20T10:49:20+00:00",2021-12-20 10:49:20.000,,sdrn:schibsted:environment:48fe627e-ba93-48ff-aa15-2313f6c83768,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"1fed9e97-4b7f-4d79-8a4f-4e789bef892d"
true,"360x640","2021-12-20T10:50:04+00:00",2021-12-20 10:50:04.000,,sdrn:schibsted:environment:0edc5e1b-fd9a-41d1-8ab2-d66bd8c4e32e,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,d432c4f2-7b48-46b9-8dba-8a571ed52360
true,"360x640","2021-12-20T11:21:07+00:00",2021-12-20 11:21:07.000,,sdrn:schibsted:environment:509f8a53-2ee9-4456-8286-2a3d157bec4e,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"74b07197-3e75-4bf4-ab20-d623180d42c8"
true,"360x640","2021-12-20T11:22:02+00:00",2021-12-20 11:22:02.000,,sdrn:schibsted:environment:cf3641e1-e6d4-4502-a5d5-f9f780780a97,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,ca85378a-1061-4d8d-9177-23996f06f787
true,"360x640","2021-12-20T11:22:48+00:00",2021-12-20 11:22:48.000,,sdrn:schibsted:environment:de87d1e8-3c41-4eea-8d7d-215edce18a71,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,ba3b1dad-8e01-464c-8384-6a308005a47d
true,"2000x2000","2021-12-20T11:26:42+00:00",2021-12-20 11:26:42.000,,sdrn:schibsted:environment:d8635fc1-4073-4294-b972-1fc5eacc9e20,View,desktop,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),RecommendationList,Recommendation widget impression,"5451c801-d5a1-4dd9-aef9-e4abe047f27f"
true,"2000x2000","2021-12-20T11:27:01+00:00",2021-12-20 11:27:01.000,,sdrn:schibsted:environment:d8635fc1-4073-4294-b972-1fc5eacc9e20,Engagement,desktop,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),RecommendationList,Recommendation widget viewable impression,b6497fb8-fa8a-4e30-b35e-2a5f3be28438
true,"1024x768","2021-12-20T11:27:36+00:00",2021-12-20 11:27:36.000,,sdrn:schibsted:environment:2d318657-d420-4e61-b3f2-71a59523565b,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,e7153426-4011-4672-a118-29255a6dc240
true,"1024x768","2021-12-20T11:27:47+00:00",2021-12-20 11:27:47.000,,sdrn:schibsted:environment:1ca4f170-8a72-4442-a733-d32f7ba17f61,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"03e4959b-d149-499a-b2eb-4b0c16f4e439"
true,"1024x768","2021-12-20T11:27:47+00:00",2021-12-20 11:27:47.000,,sdrn:schibsted:environment:1153dc0e-8f0c-48c5-8fc2-cf789c84eb7f,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"59198a4c-5b15-45b0-b11e-aa0c619e84fe"
true,"1024x768","2021-12-20T11:27:48+00:00",2021-12-20 11:27:48.000,,sdrn:schibsted:environment:ddc18064-7fe3-4119-8b36-6d7f5713b750,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,fd842579-46cd-46f3-a2d4-4b65dfcefa42
true,"1024x768","2021-12-20T11:27:48+00:00",2021-12-20 11:27:48.000,,sdrn:schibsted:environment:1153dc0e-8f0c-48c5-8fc2-cf789c84eb7f,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"59198a4c-5b15-45b0-b11e-aa0c619e84fe"
true,"1024x768","2021-12-20T11:27:48+00:00",2021-12-20 11:27:48.000,,sdrn:schibsted:environment:789b7b9b-455b-4184-9e4b-35e6a97145ac,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"204c0ef3-057e-49aa-9adf-28a8e2557cb1"
true,"1024x768","2021-12-20T11:27:49+00:00",2021-12-20 11:27:49.000,,sdrn:schibsted:environment:68cf7b78-b799-4055-93c9-727db0cd5413,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,f7405dc6-ef21-4dcf-887b-6cbf08fee782
true,"1024x768","2021-12-20T11:27:54+00:00",2021-12-20 11:27:54.000,,sdrn:schibsted:environment:d1c8c38d-fb08-4d39-b987-895059c254db,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,e0c3551f-6e48-4144-931d-dfc35e5c69f0
true,"1024x768","2021-12-20T11:28:07+00:00",2021-12-20 11:28:07.000,,sdrn:schibsted:environment:4ec3cb35-6fd5-4943-b1de-1aaacdc1121c,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,a71aa732-379f-4b29-b015-b5c2499d310e
true,"1024x1024","2021-12-20T11:29:04+00:00",2021-12-20 11:29:04.000,,sdrn:schibsted:environment:38a2d506-29b8-4c45-b572-8d6e69485d97,View,desktop,Mozilla/5.0 AppleWebKit/537.36 (KHTML like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/96.0.4664.93 Safari/537.36,Form,Ad Insertion Form Viewed,"57ffcb1a-d45d-4f1c-8a62-ae78aab074d3"
true,"360x640","2021-12-20T11:53:57+00:00",2021-12-20 11:53:57.000,,sdrn:schibsted:environment:66c639eb-1788-49b1-92ad-86d657924088,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"96860b43-1647-498c-b865-729b00becceb"
true,"360x640","2021-12-20T11:54:54+00:00",2021-12-20 11:54:54.000,,sdrn:schibsted:environment:1f4e4066-d8ea-4ec0-bbe6-bb38370738f3,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,b7f02383-8bec-4d38-97fb-7a994cb5c4bf
true,"360x640","2021-12-20T11:55:37+00:00",2021-12-20 11:55:37.000,,sdrn:schibsted:environment:307c3b45-a8bb-477e-85ef-76cde61c3dbf,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,f325bbfa-dd3b-4aaa-a15d-449f3291707e
true,"360x640","2021-12-20T12:26:46+00:00",2021-12-20 12:26:46.000,,sdrn:schibsted:environment:9d76df9d-35a9-44e9-b974-78eb4a0b3be9,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"8a10f36c-aa88-4486-9182-5ad276a25237"
true,"360x640","2021-12-20T12:27:41+00:00",2021-12-20 12:27:41.000,,sdrn:schibsted:environment:56409cf8-1003-4544-bf72-20874f18c623,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"005eefa7-196d-4350-85a7-df87d9579aec"
true,"360x640","2021-12-20T12:28:25+00:00",2021-12-20 12:28:25.000,,sdrn:schibsted:environment:8107f94a-8436-4100-a3d1-4b2880dd7b01,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"5c8a5d5a-dfb0-40f0-b68b-c33ba6206def"
true,"1024x768","2021-12-20T12:28:31+00:00",2021-12-20 12:28:31.000,,sdrn:schibsted:environment:16e23cc9-0592-4248-9d7a-f7b98629afdf,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"73ba2517-59c1-4469-8af8-54172d2f9710"
true,"1024x768","2021-12-20T12:28:32+00:00",2021-12-20 12:28:32.000,,sdrn:schibsted:environment:22529009-8beb-4c4a-9680-e1ac8ace8577,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"5cfb0631-4717-459e-82fb-c6ec9992e572"
true,"1024x768","2021-12-20T12:28:32+00:00",2021-12-20 12:28:32.000,,sdrn:schibsted:environment:43c46227-41e7-4c33-a655-6ba46762b2bc,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"4273b906-a135-4c3b-aab2-0fdc6861728c"
true,"1024x768","2021-12-20T12:28:32+00:00",2021-12-20 12:28:32.000,,sdrn:schibsted:environment:14880149-f511-4f26-a0e8-423854a82ec0,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"4b40e6c9-44e9-46a2-95be-9543473aebb0"
true,"1024x768","2021-12-20T12:28:33+00:00",2021-12-20 12:28:33.000,,sdrn:schibsted:environment:b0fb7e0c-3f3c-4d16-b4a3-86174148a712,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"37799416-0bf7-492c-940a-cd3806734265"
true,"1024x768","2021-12-20T12:28:33+00:00",2021-12-20 12:28:33.000,,sdrn:schibsted:environment:f9a3bac3-a157-4291-a570-bc49954e273a,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"737a3332-1f26-4bc8-93e1-19fec02693ec"
true,"1024x768","2021-12-20T12:28:43+00:00",2021-12-20 12:28:43.000,,sdrn:schibsted:environment:cf3d8ebe-300e-46a3-b8b7-d548481a759e,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,c4925dc1-f029-466e-9e7e-e2acf0c9dedb
true,"1024x768","2021-12-20T12:28:44+00:00",2021-12-20 12:28:44.000,,sdrn:schibsted:environment:cf3d8ebe-300e-46a3-b8b7-d548481a759e,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,c4925dc1-f029-466e-9e7e-e2acf0c9dedb
true,"360x640","2021-12-20T12:59:23+00:00",2021-12-20 12:59:23.000,,sdrn:schibsted:environment:27810e59-97cc-4d5a-85fc-d64e4a012cbc,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"04121b5f-df99-4355-9ad9-2a52fab1675f"
true,"360x640","2021-12-20T13:00:15+00:00",2021-12-20 13:00:15.000,,sdrn:schibsted:environment:86cf297b-a1d3-487f-a9d3-31e1faac19bc,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,b4e65c65-57a2-4b31-8198-e426fa50e5e3
true,"360x640","2021-12-20T13:00:59+00:00",2021-12-20 13:00:59.000,,sdrn:schibsted:environment:92ae6bbd-a8ff-4f60-b2f0-37ca553362a9,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,ce208ff2-4777-4e9d-98ec-23766a883394
true,"1024x768","2021-12-20T13:30:08+00:00",2021-12-20 13:30:08.000,,sdrn:schibsted:environment:070c3441-17e7-4d53-b021-3a8bff06a0e4,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"7ff81b13-0b78-4ff6-a454-391afd9de3f7"
true,"1024x768","2021-12-20T13:30:26+00:00",2021-12-20 13:30:26.000,,sdrn:schibsted:environment:deb7ab1e-176e-4fdd-bc77-4e68b8c37d38,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"48f00927-6933-4c29-8f0b-52e32cbaf963"
true,"1024x768","2021-12-20T13:30:27+00:00",2021-12-20 13:30:27.000,,sdrn:schibsted:environment:1853a95c-6151-4806-9127-45b89f6891e7,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,ee8843fc-0057-4be0-a225-72108bc67a82
true,"1024x768","2021-12-20T13:30:27+00:00",2021-12-20 13:30:27.000,,sdrn:schibsted:environment:d9d791e6-9d2c-4812-9d32-3f0682c0d122,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"24fa7edb-9aed-44de-802b-d5285d4310cd"
true,"1024x768","2021-12-20T13:30:28+00:00",2021-12-20 13:30:28.000,,sdrn:schibsted:environment:c833ef31-fb02-43d7-8fb9-ed11126533a8,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,c9a07389-d398-4fad-a093-ae0bd0eb072e
true,"1024x768","2021-12-20T13:30:28+00:00",2021-12-20 13:30:28.000,,sdrn:schibsted:environment:976f1b77-0577-41ca-926d-ab8fc655ea2a,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"67067cea-c077-4dfc-8a58-43e565b54de0"
true,"1024x768","2021-12-20T13:31:03+00:00",2021-12-20 13:31:03.000,,sdrn:schibsted:environment:2bc04e8c-a063-43c0-b679-a245e35bdac0,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,fa2dc410-6dee-4d9a-aae7-0f1ccfce44ee
true,"1024x768","2021-12-20T13:31:33+00:00",2021-12-20 13:31:33.000,,sdrn:schibsted:environment:8ba45cf0-4f28-41e1-945d-b9d231e8d364,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,c290d117-dfd9-4bbb-bb99-a548986c16b4
true,"360x640","2021-12-20T13:31:59+00:00",2021-12-20 13:31:59.000,,sdrn:schibsted:environment:72cd8eed-b6c4-49b8-9a02-5d19ef78c1b7,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"4d706a67-2dc2-48cc-8693-e46a8035dfef"
true,"360x640","2021-12-20T13:32:53+00:00",2021-12-20 13:32:53.000,,sdrn:schibsted:environment:8c5c2a31-60c5-44b1-ab2e-c9dfd5b5fe32,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"6403900b-7a3a-43c3-afbb-43f7a659dc94"
true,"360x640","2021-12-20T13:33:37+00:00",2021-12-20 13:33:37.000,,sdrn:schibsted:environment:c4538edb-85e7-47f8-9b51-c4c3ee4a26d3,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"51821226-6c5c-4be4-bb77-cef7e84f4720"
true,"360x640","2021-12-20T14:04:32+00:00",2021-12-20 14:04:32.000,,sdrn:schibsted:environment:e424762f-af63-4ebf-9eb6-80316206f8e3,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"5f3c1713-5c01-44e4-8f5f-391b467019db"
true,"360x640","2021-12-20T14:05:26+00:00",2021-12-20 14:05:26.000,,sdrn:schibsted:environment:6b057968-b025-43e3-ba7c-4f73d4772119,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"8313f480-fafd-488e-b9eb-a8daeeb26552"
true,"360x640","2021-12-20T14:06:09+00:00",2021-12-20 14:06:09.000,,sdrn:schibsted:environment:7cd83e80-5ead-4d31-a394-346dcf061b28,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,ed9c52a2-3618-46e0-801a-e3e42e480cb7
true,"1024x768","2021-12-20T14:32:20+00:00",2021-12-20 14:32:20.000,,sdrn:schibsted:environment:ddf6eefc-27c0-424b-a069-74ce6a379fbe,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"69990f08-23c6-4ea2-875a-66ed51e51bdd"
true,"1024x768","2021-12-20T14:32:30+00:00",2021-12-20 14:32:30.000,,sdrn:schibsted:environment:980c2edb-5384-43e2-907f-1adb79f45d5c,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"731ab8c2-c9d1-4c0a-9470-7d3c01c89003"
true,"1024x768","2021-12-20T14:32:32+00:00",2021-12-20 14:32:32.000,,sdrn:schibsted:environment:b7e5e096-9c84-4f89-ad66-bbd1bf7a7f27,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,e25be598-7d1c-4cda-9ac8-61f35255ed52
true,"1024x768","2021-12-20T14:32:32+00:00",2021-12-20 14:32:32.000,,sdrn:schibsted:environment:9578af6d-b0cf-4a35-8cbf-f12a6b254c2f,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,e0784d1a-b63e-4338-9ac4-e99bc6874e6b
