deviceisbot,screensize,type,devicetype,useragent,objecttype,eventname,timedelta,viewportsize
false,1080x2110,View,mobile,Android-Pulse-Tracker/8.0.1,Form,Ad Insertion Form Viewed,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2183,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,720x1382,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2094,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x1794,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,720x1384,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2139,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,Click,mobile,iOSSPTTracker1.0.1,RecommendationItem,Recommendation widget clicked,0:00:10,Null
false,1080x1794,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1080x2128,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2040,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,2388x1668,Engagement,tablet,iOSSPTTracker1.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,828x1792,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x1920,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Click on Search Bar,0:00:00,Null
false,1080x2128,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x1920,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2183,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x2183,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,828x1792,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:15,Null
false,1080x2224,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1460,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1460,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x1920,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x1794,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2161,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:10,Null
false,720x1280,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,Close,mobile,iOSSPTTracker1.0.1,Conversation,Conversation Close,0:00:00,Null
false,828x1792,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1440x2733,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2123,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2139,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2190,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x1794,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1384,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,Engagement,mobile,iOSSPTTracker1.0.1,Message,User sends message by clicking template,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2183,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,1080x2166,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1440x2733,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,MessageTemplate,Show template,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,MessageTemplate,Show template,0:00:00,Null
false,1080x1794,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,828x1792,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,2388x1668,Request,tablet,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2161,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2183,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1441,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Click on Search Bar,0:00:00,Null
false,1080x2180,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,modifica o aggiunta elementi al messaggio,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2173,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2161,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:06,Null
false,1080x2166,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,720x1384,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1460,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:11,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:06,Null
false,1080x2166,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,828x1792,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2183,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2040,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:05,Null
false,1080x2040,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:05,Null
false,720x1460,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1450,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2166,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:08,Null
false,1080x1920,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,828x1792,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x1794,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2254,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x1920,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1460,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,828x1792,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,Click,mobile,iOSSPTTracker1.0.1,RecommendationItem,Recommendation widget clicked,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1242x2688,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1384,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2173,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1460,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,Engagement,mobile,iOSSPTTracker1.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1080x2183,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2040,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,MessageTemplate,Show template,0:00:11,Null
false,1080x2040,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2183,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,MessageTemplate,Show template,0:00:14,Null
false,1125x2001,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2166,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2001,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x2161,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,720x1460,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1242x2688,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:06,Null
false,720x1423,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2032,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,720x1423,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,720x1423,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,720x1381,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Click on Search Bar,0:00:00,Null
false,1080x2158,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:14,Null
false,1080x2032,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1242x2688,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,720x1467,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2196,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2150,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,750x1334,Close,mobile,iOSSPTTracker1.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2110,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x1776,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,annuncio con visita guidata,0:00:00,Null
false,1080x2134,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x1794,Click,mobile,Android-Pulse-Tracker/8.0.1,RecommendationItem,Recommendation widget clicked,0:00:00,Null
false,828x1792,Click,mobile,iOSSPTTracker1.0.1,RecommendationItem,Recommendation widget clicked,0:00:00,Null
false,640x1136,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x2032,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,640x1136,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:13,Null
false,1080x2180,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,750x1624,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,720x1423,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1423,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,720x1423,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1423,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2134,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1242x2208,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1448,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1423,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x1794,Click,mobile,Android-Pulse-Tracker/8.0.1,RecommendationItem,Recommendation widget clicked,0:00:00,Null
false,720x1423,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,960x2079,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,720x1423,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,720x1423,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1242x2688,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,1080x2134,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x2153,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2158,View,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Category Suggestion Viewed,0:00:00,Null
false,720x1507,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2132,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,Page,Inbox view,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1423,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1396,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x1794,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1423,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2196,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x1794,Click,mobile,Android-Pulse-Tracker/8.0.1,RecommendationItem,Recommendation widget clicked,0:00:00,Null
false,720x1448,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,750x1334,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x1920,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2131,Click,mobile,Android-Pulse-Tracker/8.0.1,RecommendationItem,Click on Last Search Widget,0:00:00,Null
false,1080x2158,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1423,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1080x2180,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:06,Null
false,1080x2199,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,640x1136,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x2134,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2153,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1080x2134,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,720x1423,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2060,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1080x2158,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2131,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2177,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1423,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1080x2153,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x1794,Click,mobile,Android-Pulse-Tracker/8.0.1,RecommendationItem,Recommendation widget clicked,0:00:00,Null
false,720x1396,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1423,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2134,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,750x1624,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration input trigger,0:00:00,Null
false,720x1448,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,640x1136,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1423,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,720x1423,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1423,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1440x2744,View,mobile,Android-Pulse-Tracker/8.0.1,Form,Ad Insertion Form Viewed,0:00:00,Null
false,1080x2158,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1423,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2032,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1080x2158,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1440x2560,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Click on Search Bar,0:00:00,Null
false,720x1448,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2158,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1440x2560,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Click on Search Bar,0:00:00,Null
false,1080x2153,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1242x2208,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1423,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,720x1423,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1396,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,Close,mobile,iOSSPTTracker1.0.1,Conversation,Conversation Close,0:00:00,Null
false,720x1423,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2131,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2060,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:06,Null
false,720x1423,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1423,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x1776,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,annuncio con visita guidata,0:00:00,Null
false,720x1467,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,720x1423,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2158,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1080x2158,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
